DateID;CustomerID;TotalTimeWatched;Platform;PlayEventType;VideoTitle
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;300;Leanback;LiveTV;PL 20/21: Everton v Man Utd
20201107;EW1DENH0EC1J3M9WAOZF9LSV004O;300;Leanback;Other;Premier League
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;480;Leanback;Other;Dloz'lami
20201107;EW1DENH0EC1J3M9WAOZF9LSV004O;60;Leanback;LiveTV;CNN Newsroom Saturday
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;300;Leanback;LiveTV;PL 20/21: Everton v Man Utd
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;120;Leanback;Other;Dloz'lami
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;120;Leanback;Other;Dloz'lami
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;60;Leanback;LiveTV;PL Build Up
20201107;EW1DENH0EC1J3M9WAOZF9LSV004O;960;Leanback;LiveTV;PL: Premier League Preview
20201107;EW1DENH0EC1J3M9WAOZF9LSV004O;480;Leanback;LiveTV;PL 20/21: Everton v Man Utd
20201107;EW1DENH0EC1J3M9WAOZF9LSV004O;300;Leanback;Other;Premier League
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;480;Leanback;Other;Dloz'lami
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;120;Leanback;Other;Dloz'lami
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;120;Leanback;Other;Dloz'lami
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;60;Leanback;LiveTV;PL Build Up
20201107;EW1DENH0EC1J3M9WAOZF9LSV004O;960;Leanback;LiveTV;PL: Premier League Preview
20201107;DJW8B0Y11C8V99OLJS4LKSXN001H;60;Web;LiveTV;Where The Wild Men Are With Ben Fogle
20201107;EW1DENH0EC1J3M9WAOZF9LSV004O;60;Leanback;LiveTV;CNN Newsroom Saturday
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;300;Leanback;LiveTV;PL 20/21: Everton v Man Utd
20201107;EW1DENH0EC1J3M9WAOZF9LSV004O;300;Leanback;Other;Premier League
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;480;Leanback;Other;Dloz'lami
20201107;EW1DENH0EC1J3M9WAOZF9LSV004O;60;Leanback;LiveTV;CNN Newsroom Saturday
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;300;Leanback;LiveTV;PL 20/21: Everton v Man Utd
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;120;Leanback;Other;Dloz'lami
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;120;Leanback;Other;Dloz'lami
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;60;Leanback;LiveTV;PL Build Up
20201107;EW1DENH0EC1J3M9WAOZF9LSV004O;960;Leanback;LiveTV;PL: Premier League Preview
20201107;EW1DENH0EC1J3M9WAOZF9LSV004O;480;Leanback;LiveTV;PL 20/21: Everton v Man Utd
20201107;EW1DENH0EC1J3M9WAOZF9LSV004O;300;Leanback;Other;Premier League
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;480;Leanback;Other;Dloz'lami
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;120;Leanback;Other;Dloz'lami
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;120;Leanback;Other;Dloz'lami
20201107;6TS2LLY0L3G66FVY86Q0JEZE000K;60;Leanback;LiveTV;PL Build Up
20201107;EW1DENH0EC1J3M9WAOZF9LSV004O;960;Leanback;LiveTV;PL: Premier League Preview
20201107;IG5651OEAWQLHL0FIZI29EID002M;2100;Leanback;LiveTV;csi: crime scene investigation
20201107;IG5651OEAWQLHL0FIZI29EID002M;480;Leanback;LiveTV;BBC World News
20201107;IG5651OEAWQLHL0FIZI29EID002M;180;Leanback;LiveTV;The Cost Of Covid: Six Months...
20201107;IG5651OEAWQLHL0FIZI29EID002M;2100;Leanback;LiveTV;csi: crime scene investigation
20201107;IG5651OEAWQLHL0FIZI29EID002M;180;Leanback;LiveTV;The Cost Of Covid: Six Months...
20201107;IG5651OEAWQLHL0FIZI29EID002M;480;Leanback;LiveTV;BBC World News
20201107;6PMV67PLJ2S47S68J0Y30XFK003C;180;Leanback;LiveTV;90 Days To Wed
20201107;6PMV67PLJ2S47S68J0Y30XFK003C;300;Leanback;LiveTV;real health
20201107;6PMV67PLJ2S47S68J0Y30XFK003C;60;Leanback;LiveTV;Rock The Block
20201107;6PMV67PLJ2S47S68J0Y30XFK003C;60;iOS;LiveTV;PL 20/21: Everton v Man Utd
20201107;6PMV67PLJ2S47S68J0Y30XFK003C;60;Leanback;LiveTV;Family Affairs
20201107;6PMV67PLJ2S47S68J0Y30XFK003C;960;Leanback;LiveTV;Age Is Just A Number
20201107;6PMV67PLJ2S47S68J0Y30XFK003C;60;iOS;LiveTV;PL 20/21: Everton v Man Utd
20201107;IG5651OEAWQLHL0FIZI29EID002M;2100;Leanback;LiveTV;csi: crime scene investigation
20201107;IG5651OEAWQLHL0FIZI29EID002M;480;Leanback;LiveTV;BBC World News
20201107;IG5651OEAWQLHL0FIZI29EID002M;180;Leanback;LiveTV;The Cost Of Covid: Six Months...
20201107;IG5651OEAWQLHL0FIZI29EID002M;2100;Leanback;LiveTV;csi: crime scene investigation
20201107;IG5651OEAWQLHL0FIZI29EID002M;180;Leanback;LiveTV;The Cost Of Covid: Six Months...
20201107;IG5651OEAWQLHL0FIZI29EID002M;480;Leanback;LiveTV;BBC World News
20201107;JO9Y8ZNQ3MIPC19BLHCE426J005F;60;Leanback;LiveTV;SpongeBob SquarePants
20201107;JMCVLXSA196YJ0KC6IDOIEVB000M;300;iOS;LiveTV;PL: Weekend Warm-Up
20201107;JMCVLXSA196YJ0KC6IDOIEVB000M;60;iOS;LiveTV;CNN Newsroom Saturday
